                                                    wave       xi      mxi                   q    2-pion-g_L7_XI4_Q1_NQ11_NX25_NPHI
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.8000000000                        13.4025925958
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.9000000000                        11.5371779759
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        0        0        1.0000000000                         9.7968302457
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.0000000000                        -0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0115112582
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0443866161
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.0939212694
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1531329259
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2138517890
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.6000000000                        -0.2678956286
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.7000000000                        -0.3081346955
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.8000000000                        -0.3292719786
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.9000000000                        -0.3282796550
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        1        0        1.0000000000                        -0.3044928930
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.0000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.1000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.2000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.3000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.4000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.5000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.6000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.7000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.8000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        0.9000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        2        0        1.0000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.0000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.1000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.2000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.3000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.4000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.5000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.6000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.7000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.8000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        0.9000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        3        0        1.0000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.0000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.1000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.2000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.3000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.4000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.5000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.6000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.7000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.8000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        0.9000000000                         0.0000000000
                  ich-lo-cut=4-no3nf-E=search-cdep-empot        4        0        1.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.0000000000                        27.1351314980
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.1000000000                        26.8732685256
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.2000000000                        26.1054509910
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.3000000000                        24.8822869496
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.4000000000                        23.2811266092
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.5000000000                        21.3968633974
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.6000000000                        19.3316352572
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.7000000000                        17.1850802210
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.8000000000                        15.0467054473
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        0.9000000000                        12.9904414977
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        0        0        1.0000000000                        11.0720286391
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.0000000000                        -0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0137161503
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0530660712
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.1129432790
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1857568815
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2625983212
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.6000000000                        -0.3345001626
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.7000000000                        -0.3935765384
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.8000000000                        -0.4338572916
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        0.9000000000                        -0.4517575233
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        1        0        1.0000000000                        -0.4461810673
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.1000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.2000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.3000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.4000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.5000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.6000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.7000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.8000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        0.9000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        2        0        1.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.1000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.2000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.3000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.4000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.5000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.6000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.7000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.8000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        0.9000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        3        0        1.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.0000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.1000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.2000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.3000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.4000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.5000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.6000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.7000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.8000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        0.9000000000                         0.0000000000
                  ich-lo-cut=5-no3nf-E=search-cdep-empot        4        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.0000000000                      -112.4505695375
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.1000000000                      -112.0564861318
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.2000000000                      -110.8765544266
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.3000000000                      -108.9214813252
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.4000000000                      -106.2139477963
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.5000000000                      -102.7939469353
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.6000000000                       -98.7230190337
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.7000000000                       -94.0844960916
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.8000000000                       -88.9831828351
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        0.9000000000                       -83.5383097817
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        0        0        1.0000000000                       -77.8731423160
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0153848299
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0589472606
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.1233892883
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1980757911
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2709375619
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.6000000000                        -0.3304879669
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.7000000000                        -0.3675687625
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.8000000000                        -0.3764840859
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        0.9000000000                        -0.3554865408
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        1        0        1.0000000000                        -0.3065899805
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        2        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        3        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=1-no3nf-E=search-cdep-empot        4        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.0000000000                       -84.3876825057
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.1000000000                       -84.1342670543
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.2000000000                       -83.3712096514
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.3000000000                       -82.0935381027
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.4000000000                       -80.2988760966
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.5000000000                       -77.9942876989
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.6000000000                       -75.2025546871
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.7000000000                       -71.9651206595
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.8000000000                       -68.3439056925
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        0.9000000000                       -64.4171060266
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        0        0        1.0000000000                       -60.2715129220
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0152531803
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0583722980
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.1219183022
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1950346361
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2653708604
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.6000000000                        -0.3211255799
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.7000000000                        -0.3528240130
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.8000000000                        -0.3544855922
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        0.9000000000                        -0.3241418693
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        1        0        1.0000000000                        -0.2636739261
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        2        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        3        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=2-no3nf-E=search-cdep-empot        4        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.0000000000                       -57.9092044370
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.1000000000                       -57.7863877560
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.2000000000                       -57.4104519551
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.3000000000                       -56.7621762571
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.4000000000                       -55.8163651347
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.5000000000                       -54.5500219056
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.6000000000                       -52.9504396141
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.7000000000                       -51.0205721310
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.8000000000                       -48.7827703141
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        0.9000000000                       -46.2771935258
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        0        0        1.0000000000                       -43.5566429080
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0150707288
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0576110371
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.1200897286
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1915036166
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2593128574
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.6000000000                        -0.3114995394
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.7000000000                        -0.3383660361
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.8000000000                        -0.3337273868
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        0.9000000000                        -0.2954538493
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        1        0        1.0000000000                        -0.2253296024
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        2        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        3        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.1000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.2000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.3000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.4000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.5000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.6000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.7000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.8000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        0.9000000000                         0.0000000000
                ich-n2lo-cut=3-no3nf-E=search-cdep-empot        4        0        1.0000000000                         0.0000000000
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.0000000000                       -35.7872055291
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.1000000000                       -35.7719929003
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.2000000000                       -35.7150986984
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.3000000000                       -35.5858499603
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.4000000000                       -35.3406614111
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.5000000000                       -34.9322473861
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.6000000000                       -34.3191319386
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.7000000000                       -33.4729424835
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.8000000000                       -32.3836749866
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        0.9000000000                       -31.0602217350
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        0        0        1.0000000000                       -29.5272631673
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.0000000000                         0.0000000000
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.1000000000                        -0.0148970340
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.2000000000                        -0.0569007844
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.3000000000                        -0.1184343098
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.4000000000                        -0.1884195851
                ich-n2lo-cut=4-no3nf-E=search-cdep-empot        1        0        0.5000000000                        -0.2542169064
