                wave       xi      mxi                   q    2-pion-q_L2_XI2_Q1_NQ11_NX20_NPHI    2-pion-q_L2_XI2_Q1_NQ11_NX20_NPHI    2-pion-q_L2_XI2_Q1_NQ11_NX20_NPHI    2-pion-q_L2_XI2_Q1_NQ11_NX25_NPHI    2-pion-q_L2_XI2_Q1_NQ11_NX25_NPHI    2-pion-q_L2_XI2_Q1_NQ11_NX25_NPHI
ich-n3lo-cut=1-no3nf        0        0        0.3000000000                         1.2044120172                         1.1893151336                         1.1826131345                         1.2019822312                         1.1873071775                         1.1808545739
ich-n3lo-cut=1-no3nf        0        0        0.4000000000                         1.8251731351                         1.8101929458                         1.8036410746                         1.8230025946                         1.8083961261                         1.8020639867
ich-n3lo-cut=1-no3nf        0        0        0.5000000000                         2.5589993212                         2.5442174363                         2.5378680073                         2.5571611606                         2.5426916264                         2.5365245080
ich-n3lo-cut=1-no3nf        0        0        0.6000000000                         3.3674191218                         3.3529333217                         3.3468379678                         3.3659703987                         3.3517254361                         3.3457692258
ich-n3lo-cut=1-no3nf        0        0        0.7000000000                         4.2118700728                         4.1977844535                         4.1919894702                         4.2108407104                         4.1969193993                         4.1912177762
ich-n3lo-cut=1-no3nf        0        0        0.8000000000                         5.0563570285                         5.0427719303                         5.0373143603                         5.0557423577                         5.0422464781                         5.0368377099
ich-n3lo-cut=1-no3nf        0        0        0.9000000000                         5.8694318693                         5.8564357307                         5.8513410373                         5.8691912588                         5.8562173404                         5.8511320123
ich-n3lo-cut=1-no3nf        0        0        1.0000000000                         6.6253763175                         6.6130405206                         6.6083220951                         6.6254385624                         6.6130716737                         6.6083315364
ich-n3lo-cut=2-no3nf        0        0        0.0000000000                         5.1391851040                         5.1374143710                         5.1361386484                         5.1385755326                         5.1369111816                         5.1356984767
ich-n3lo-cut=2-no3nf        0        0        0.1000000000                         5.2298190121                         5.2280084233                         5.2267262360                         5.2292135410                         5.2275084000                         5.2262885577
ich-n3lo-cut=2-no3nf        0        0        0.2000000000                         5.4956174184                         5.4936941858                         5.4923947761                         5.4950265176                         5.4932055610                         5.4919662952
ich-n3lo-cut=2-no3nf        0        0        0.3000000000                         5.9187548908                         5.9166645333                         5.9153427374                         5.9181946257                         5.9162002356                         5.9149344172
ich-n3lo-cut=2-no3nf        0        0        0.4000000000                         6.4714415491                         6.4691545760                         6.4678125035                         6.4709338463                         6.4687324914                         6.4674398519
ich-n3lo-cut=2-no3nf        0        0        0.5000000000                         7.1194600716                         7.1169739646                         7.1156208818                         7.1190294381                         7.1166142577                         7.1153016138
ich-n3lo-cut=2-no3nf        0        0        0.6000000000                         7.8255773907                         7.8229135539                         7.8215640682                         7.8252453044                         7.8226340504                         7.8213140333
ich-n3lo-cut=2-no3nf        0        0        0.7000000000                         8.5526801068                         8.5498775342                         8.5485489025                         8.5524591954                         8.5496889097                         8.5483778164
ich-n3lo-cut=2-no3nf        0        0        0.8000000000                         9.2663474216                         9.2634552481                         9.2621647030                         9.2662375323                         9.2633577569                         9.2620732194
ich-n3lo-cut=2-no3nf        0        0        0.9000000000                         9.9367824144                         9.9338530899                         9.9326158093                         9.9367698878                         9.9338359180                         9.9325948928
ich-n3lo-cut=2-no3nf        0        0        1.0000000000                        10.5399722520                        10.5370562826                        10.5358842448                        10.5400325522                        10.5370996555                        10.5359169658
ich-n3lo-cut=3-no3nf        0        0        0.0000000000                         8.0285570543                         8.0297103093                         8.0297612115                         8.0284414606                         8.0296153387                         8.0296786134
ich-n3lo-cut=3-no3nf        0        0        0.1000000000                         8.1106760153                         8.1117903739                         8.1118320190                         8.1105586917                         8.1116938544                         8.1117479150
ich-n3lo-cut=3-no3nf        0        0        0.2000000000                         8.3511143430                         8.3521173251                         8.3521328375                         8.3509933964                         8.3520174751                         8.3520454060
ich-n3lo-cut=3-no3nf        0        0        0.3000000000                         8.7326206946                         8.7334539595                         8.7334307548                         8.7324981877                         8.7333523256                         8.7333411895
ich-n3lo-cut=3-no3nf        0        0        0.4000000000                         9.2282260074                         9.2288506299                         9.2287818380                         9.2281084626                         9.2287525281                         9.2286947637
ich-n3lo-cut=3-no3nf        0        0        0.5000000000                         9.8048216579                         9.8052201287                         9.8051048442                         9.8047184403                         9.8051333146                         9.8050271439
ich-n3lo-cut=3-no3nf        0        0        0.6000000000                        10.4265404270                        10.4267149494                        10.4265572927                        10.4264607761                        10.4266471571                        10.4264959154
ich-n3lo-cut=3-no3nf        0        0        0.7000000000                        11.0578174757                        11.0577857415                        11.0575932348                        11.0577674502                        11.0577421392                        11.0575529186
ich-n3lo-cut=3-no3nf        0        0        0.8000000000                        11.6658778630                        11.6656678201                        11.6654496463                        11.6658583725                        11.6656493570                        11.6654314264
ich-n3lo-cut=3-no3nf        0        0        0.9000000000                        12.2226087693                        12.2222536365                        12.2220191955                        12.2226153179                        12.2222568004                        12.2220201610
ich-n3lo-cut=3-no3nf        0        0        1.0000000000                        12.7056820302                        12.7052162491                        12.7049741839                        12.7057061014                        12.7052341817                        12.7049884395
ich-n3lo-cut=4-no3nf        0        0        0.0000000000                         9.2629101433                         9.2638169602                         9.2639585729                         9.2628863703                         9.2637976227                         9.2639419619
ich-n3lo-cut=4-no3nf        0        0        0.1000000000                         9.3394321337                         9.3403133390                         9.3404488050                         9.3394069466                         9.3402927698                         9.3404310382
ich-n3lo-cut=4-no3nf        0        0        0.2000000000                         9.5632367985                         9.5640446876                         9.5641627360                         9.5632082239                         9.5640211446                         9.5641421568
ich-n3lo-cut=4-no3nf        0        0        0.3000000000                         9.9175319367                         9.9182281529                         9.9183201913                         9.9175001415                         9.9182017026                         9.9182967879
ich-n3lo-cut=4-no3nf        0        0        0.4000000000                        10.3760325184                        10.3765914914                        10.3766524934                        10.3760000391                        10.3765642108                        10.3766280902
ich-n3lo-cut=4-no3nf        0        0        0.5000000000                        10.9065359486                        10.9069461590                        10.9069748361                        10.9065067878                        10.9069213879                        10.9069524267
ich-n3lo-cut=4-no3nf        0        0        0.6000000000                        11.4742632113                        11.4745260041                        11.4745242503                        11.4742412930                        11.4745070564                        11.4745068410
ich-n3lo-cut=4-no3nf        0        0        0.7000000000                        12.0448580084                        12.0449847605                        12.0449566784                        12.0448457172                        12.0449736990                        12.0449461833
ich-n3lo-cut=4-no3nf        0        0        0.8000000000                        12.5868085715                        12.5868172264                        12.5867680803                        12.5868059698                        12.5868141974                        12.5867647143
ich-n3lo-cut=4-no3nf        0        0        0.9000000000                        13.0732690364                        13.0731808311                        13.0731161718                        13.0732739852                        13.0731841488                        13.0731185127
ich-n3lo-cut=4-no3nf        0        0        1.0000000000                        13.4831484409                        13.4829852638                        13.4829103223                        13.4831574567                        13.4829921073                        13.4829159204
ich-n3lo-cut=5-no3nf        0        0        0.0000000000                         9.5596619535                         9.5598355008                         9.5598531998                         9.5596520142                         9.5598273047                         9.5598460263
ich-n3lo-cut=5-no3nf        0        0        0.1000000000                         9.6322791449                         9.6324393496                         9.6324540691                         9.6322686925                         9.6324307004                         9.6324464652
ich-n3lo-cut=5-no3nf        0        0        0.2000000000                         9.8445154412                         9.8446377504                         9.8446440986                         9.8445038369                         9.8446280708                         9.8446355048
ich-n3lo-cut=5-no3nf        0        0        0.3000000000                        10.1799760582                        10.1800415341                        10.1800355915                        10.1799636019                        10.1800310455                        10.1800261799
ich-n3lo-cut=5-no3nf        0        0        0.4000000000                        10.6129843161                        10.6129816011                        10.6129613768                        10.6129722575                        10.6129713387                        10.6129520696
ich-n3lo-cut=5-no3nf        0        0        0.5000000000                        11.1121344823                        11.1120603652                        11.1120258412                        11.1121245031                        11.1120517455                        11.1120179220
ich-n3lo-cut=5-no3nf        0        0        0.6000000000                        11.6435893718                        11.6434478323                        11.6434006024                        11.6435828449                        11.6434420319                        11.6433951537
ich-n3lo-cut=5-no3nf        0        0        0.7000000000                        12.1740222033                        12.1738224932                        12.1737651871                        12.1740196182                        12.1738199620                        12.1737626475
ich-n3lo-cut=5-no3nf        0        0        0.8000000000                        12.6729818384                        12.6727362657                        12.6726719594                        12.6729826423                        12.6727365856                        12.6726719896
ich-n3lo-cut=5-no3nf        0        0        0.9000000000                        13.1146679390                        13.1143898666                        13.1143216114                        13.1146708103                        13.1143919714                        13.1143232856
ich-n3lo-cut=5-no3nf        0        0        1.0000000000                        13.4789878889                        13.4786902006                        13.4786207151                        13.4789912643                        13.4786928094                        13.4786229045
ich-n4lo-cut=1-no3nf        0        0        0.0000000000                         4.7151657335                         4.7096610855                         4.7068442927                         4.7139387863                         4.7086492417                         4.7059605788
ich-n4lo-cut=1-no3nf        0        0        0.1000000000                         4.8069867380                         4.8014497347                         4.7986313199                         4.8057710578                         4.8004468922                         4.7977550926
ich-n4lo-cut=1-no3nf        0        0        0.2000000000                         5.0763640313                         5.0707375522                         5.0679166887                         5.0751848164                         5.0697639354                         5.0670649240
ich-n4lo-cut=1-no3nf        0        0        0.3000000000                         5.5054357204                         5.4996826531                         5.4968646858                         5.5043246340                         5.4987638913                         5.4960592523
ich-n4lo-cut=1-no3nf        0        0        0.4000000000                         6.0663300088                         6.0604404525                         6.0576386222                         6.0653251601                         6.0596076141                         6.0569063830
ich-n4lo-cut=1-no3nf        0        0        0.5000000000                         6.7247246644                         6.7187174021                         6.7159522992                         6.7238660941                         6.7180033188                         6.7153219253
ich-n4lo-cut=1-no3nf        0        0        0.6000000000                         7.4432698609                         7.4371880852                         7.4344850893                         7.4425919898                         7.4366211622                         7.4339816344
ich-n4lo-cut=1-no3nf        0        0        0.7000000000                         8.1847240535                         8.1786274932                         8.1760132504                         8.1842477136                         8.1782251566                         8.1756523773
ich-n4lo-cut=1-no3nf        0        0        0.8000000000                         8.9145317356                         8.9084877535                         8.9059868097                         8.9142584801                         8.9082517471                         8.9057706151
ich-n4lo-cut=1-no3nf        0        0        0.9000000000                         9.6027538098                         9.5968295068                         9.5944618722                         9.6026643178                         9.5967445310                         9.5943776254
ich-n4lo-cut=1-no3nf        0        0        1.0000000000                        10.2252224867                        10.2194789071                        10.2172588496                        10.2252795196                        10.2195149789                        10.2172809814
ich-n4lo-cut=2-no3nf        0        0        0.0000000000                         5.7276068330                         5.7262482427                         5.7253392227                         5.7271956154                         5.7259084887                         5.7250416322
ich-n4lo-cut=2-no3nf        0        0        0.1000000000                         5.8172868189                         5.8158962014                         5.8149816093                         5.8168782714                         5.8155584885                         5.8146856022
ich-n4lo-cut=2-no3nf        0        0        0.2000000000                         6.0802679658                         6.0787868591                         6.0778572842                         6.0798691585                         6.0784567207                         6.0775673409
ich-n4lo-cut=2-no3nf        0        0        0.3000000000                         6.4988101709                         6.4971949266                         6.4962454375                         6.4984324161                         6.4968814626                         6.4959692782
ich-n4lo-cut=2-no3nf        0        0        0.4000000000                         7.0452090717                         7.0434362435                         7.0424677389                         7.0448680616                         7.0431522670                         7.0422164940
ich-n4lo-cut=2-no3nf        0        0        0.5000000000                         7.6853545001                         7.6834223745                         7.6824415019                         7.6850677471                         7.6831823182                         7.6822278818
ich-n4lo-cut=2-no3nf        0        0        0.6000000000                         8.3821450931                         8.3800711583                         8.3790888921                         8.3819276649                         8.3798875597                         8.3789240802
ich-n4lo-cut=2-no3nf        0        0        0.7000000000                         9.0986147515                         9.0964305350                         9.0954600637                         9.0984749638                         9.0963104699                         9.0953505463
ich-n4lo-cut=2-no3nf        0        0        0.8000000000                         9.8004925174                         9.7982375497                         9.7972921782                         9.8004291834                         9.7981803366                         9.7972376827
ich-n4lo-cut=2-no3nf        0        0        0.9000000000                        10.4581241907                        10.4558405065                        10.4549320647                        10.4581263616                        10.4558374519                        10.4549252895
ich-n4lo-cut=2-no3nf        0        0        1.0000000000                        11.0476285371                        11.0453564630                        11.0444944020                        11.0476777481                        11.0453926667                        11.0445225605
ich-n4lo-cut=3-no3nf        0        0        0.0000000000                         6.6430662873                         6.6431790477                         6.6429820775                         6.6429381848                         6.6430731517                         6.6428892150
ich-n4lo-cut=3-no3nf        0        0        0.1000000000                         6.7293588782                         6.7294451846                         6.7292425512                         6.7292306806                         6.7293391179                         6.7291494279
ich-n4lo-cut=3-no3nf        0        0        0.2000000000                         6.9822503546                         6.9822613537                         6.9820429410                         6.9821229646                         6.9821556952                         6.9819498714
ich-n4lo-cut=3-no3nf        0        0        0.3000000000                         7.3842404122                         7.3841380165                         7.3838968605                         7.3841174247                         7.3840356183                         7.3838062294
ich-n4lo-cut=3-no3nf        0        0        0.4000000000                         7.9079836619                         7.9077444792                         7.9074777606                         7.9078715026                         7.9076506005                         7.9073941637
ich-n4lo-cut=3-no3nf        0        0        0.5000000000                         8.5198416808                         8.5194582864                         8.5191674004                         8.5197481448                         8.5193793918                         8.5190965841
ich-n4lo-cut=3-no3nf        0        0        0.6000000000                         9.1832776274                         9.1827569586                         9.1824466908                         9.1832094842                         9.1826987321                         9.1823937817
ich-n4lo-cut=3-no3nf        0        0        0.7000000000                         9.8619559889                         9.8613158418                         9.8609930607                         9.8619166890                         9.8612812755                         9.8609608528
ich-n4lo-cut=3-no3nf        0        0        0.8000000000                        10.5222692058                        10.5215340617                        10.5212063804                        10.5222576083                        10.5215223799                        10.5211943571
ich-n4lo-cut=3-no3nf        0        0        0.9000000000                        11.1352346394                        11.1344318010                        11.1341065202                        11.1352451908                        11.1344385828                        11.1341109363
ich-n4lo-cut=3-no3nf        0        0        1.0000000000                        11.6776368317                        11.6767933880                        11.6764768349                        11.6776610458                        11.6768117635                        11.6764917525
ich-n4lo-cut=4-no3nf        0        0        0.0000000000                         7.6835456815                         7.6839441541                         7.6839643955                         7.6835133269                         7.6839174757                         7.6839410631
ich-n4lo-cut=4-no3nf        0        0        0.1000000000                         7.7650250481                         7.7654044574                         7.7654203479                         7.7649920000                         7.7653771557                         7.7653964097
ich-n4lo-cut=4-no3nf        0        0        0.2000000000                         8.0036051976                         8.0039302390                         8.0039338802                         8.0035707143                         8.0039016125                         8.0039086218
ich-n4lo-cut=4-no3nf        0        0        0.3000000000                         8.3821724109                         8.3824152669                         8.3824008592                         8.3821373386                         8.3823859598                         8.3823747942
ich-n4lo-cut=4-no3nf        0        0        0.4000000000                         8.8739631156                         8.8741061637                         8.8740706780                         8.8739299758                         8.8740782481                         8.8740456319
ich-n4lo-cut=4-no3nf        0        0        0.5000000000                         9.4461089246                         9.4461456271                         9.4460888906                         9.4460811035                         9.4461219319                         9.4460674026
ich-n4lo-cut=4-no3nf        0        0        0.6000000000                        10.0629973305                        10.0629311343                        10.0628553382                        10.0629777996                        10.0629141780                        10.0628397024
ich-n4lo-cut=4-no3nf        0        0        0.7000000000                        10.6893212099                        10.6891631413                        10.6890720307                        10.6893113869                        10.6891541754                        10.6890634321
ich-n4lo-cut=4-no3nf        0        0        0.8000000000                        11.2925498443                        11.2923156457                        11.2922136760                        11.2925490742                        11.2923142095                        11.2922117808
ich-n4lo-cut=4-no3nf        0        0        0.9000000000                        11.8447832329                        11.8444907136                        11.8443823682                        11.8447890427                        11.8444948317                        11.8443854869
ich-n4lo-cut=4-no3nf        0        0        1.0000000000                        12.3238661853                        12.3235331334                        12.3234224726                        12.3238751325                        12.3235400066                        12.3234281652
ich-n4lo-cut=5-no3nf        0        0        0.0000000000                         8.2083588499                         8.2084230334                         8.2084168847                         8.2083478094                         8.2084138812                         8.2084088208
ich-n4lo-cut=5-no3nf        0        0        0.1000000000                         8.2854037373                         8.2854569010                         8.2854483373                         8.2853923505                         8.2854474379                         8.2854399730
ich-n4lo-cut=5-no3nf        0        0        0.2000000000                         8.5108257027                         8.5108476347                         8.5108323084                         8.5108136000                         8.5108375132                         8.5108232944
ich-n4lo-cut=5-no3nf        0        0        0.3000000000                         8.8679222011                         8.8678975007                         8.8678723153                         8.8679097874                         8.8678870337                         8.8678629086
ich-n4lo-cut=5-no3nf        0        0        0.4000000000                         9.3305604954                         9.3304802423                         9.3304437336                         9.3305489369                         9.3304703964                         9.3304347961
ich-n4lo-cut=5-no3nf        0        0        0.5000000000                         9.8667051796                         9.8665673777                         9.8665197385                         9.8666959393                         9.8665593868                         9.8665123891
ich-n4lo-cut=5-no3nf        0        0        0.6000000000                        10.4417369157                        10.4415456281                        10.4414883854                        10.4417311123                        10.4415404539                        10.4414835125
ich-n4lo-cut=5-no3nf        0        0        0.7000000000                        11.0214435667                        11.0212072290                        11.0211427430                        11.0214414936                        11.0212051542                        11.0211406325
ich-n4lo-cut=5-no3nf        0        0        0.8000000000                        11.5744321001                        11.5741615976                        11.5740925553                        11.5744331202                        11.5741621297                        11.5740927983
ich-n4lo-cut=5-no3nf        0        0        0.9000000000                        12.0739358868                        12.0736428353                        12.0735718521                        12.0739387075                        12.0736449283                        12.0735735380
ich-n4lo-cut=5-no3nf        0        0        1.0000000000                        12.4988956915                        12.4985911363                        12.4985205010                        12.4988988533                        12.4985935925                        12.4985225728
ich-nlo-cut=1-no3nf-        0        0        0.0000000000                         4.4112357749                         4.4086361176                         4.4079952459                         4.4111545275                         4.4085680128                         4.4079344735
ich-nlo-cut=1-no3nf-        0        0        0.1000000000                         4.5091329992                         4.5065408258                         4.5059024780                         4.5090533996                         4.5064740788                         4.5058428986
ich-nlo-cut=1-no3nf-        0        0        0.2000000000                         4.7967246748                         4.7941556754                         4.7935250642                         4.7966500760                         4.7940930515                         4.7934691111
ich-nlo-cut=1-no3nf-        0        0        0.3000000000                         5.2560421818                         5.2535137198                         5.2528964027                         5.2559759597                         5.2534580097                         5.2528465401
ich-nlo-cut=1-no3nf-        0        0        0.4000000000                         5.8589406711                         5.8564719369                         5.8558737490                         5.8588858598                         5.8564256570                         5.8558322082
ich-nlo-cut=1-no3nf-        0        0        0.5000000000                         6.5706215194                         6.5682327754                         6.5676595154                         6.5705801992                         6.5681976617                         6.5676278446
ich-nlo-cut=1-no3nf-        0        0        0.6000000000                         7.3530240833                         7.3507352153                         7.3501921749                         7.3529968252                         7.3507117629                         7.3501708289
ich-nlo-cut=1-no3nf-        0        0        0.7000000000                         8.1679567068                         8.1657855715                         8.1652770737                         8.1679423725                         8.1657728667                         8.1652652634
ich-nlo-cut=1-no3nf-        0        0        0.8000000000                         8.9796675818                         8.9776286232                         8.9771577096                         8.9796635929                         8.9776245630                         8.9771535952
ich-nlo-cut=1-no3nf-        0        0        0.9000000000                         9.7567987317                         9.7549021270                         9.7544704465                         9.7568017007                         9.7549039362                         9.7544715931
ich-nlo-cut=1-no3nf-        0        0        1.0000000000                        10.4735938477                        10.4718452315                        10.4714531114                        10.4736003307                        10.4718500806                        10.4714570324
ich-nlo-cut=2-no3nf-        0        0        0.0000000000                        -0.4794941592                        -0.4822015531                        -0.4828276438                        -0.4795507978                        -0.4822494555                        -0.4828708796
ich-nlo-cut=2-no3nf-        0        0        0.1000000000                        -0.3712579273                        -0.3739511510                        -0.3745730540                        -0.3713125572                        -0.3739973785                        -0.3746147951
ich-nlo-cut=2-no3nf-        0        0        0.2000000000                        -0.0528199011                        -0.0554707954                        -0.0560802653                        -0.0528687358                        -0.0555121893                        -0.0561176915
ich-nlo-cut=2-no3nf-        0        0        0.3000000000                         0.4572765691                         0.4546954058                         0.4541061784                         0.4572366049                         0.4546614147                         0.4540753651
ich-nlo-cut=2-no3nf-        0        0        0.4000000000                         1.1300882883                         1.1276027154                         1.1270407697                         1.1300590825                         1.1275777115                         1.1270179928
ich-nlo-cut=2-no3nf-        0        0        0.5000000000                         1.9297246567                         1.9273578794                         1.9268291225                         1.9297065661                         1.9273421764                         1.9268146745
ich-nlo-cut=2-no3nf-        0        0        0.6000000000                         2.8167457144                         2.8145170996                         2.8140260002                         2.8167375277                         2.8145097082                         2.8140190124
ich-nlo-cut=2-no3nf-        0        0        0.7000000000                         3.7513554950                         3.7492796236                         3.7488290440                         3.7513547813                         3.7492785398                         3.7488277421
ich-nlo-cut=2-no3nf-        0        0        0.8000000000                         4.6960631944                         4.6941493760                         4.6937405790                         4.6960669476                         4.6941521134                         4.6937427563
ich-nlo-cut=2-no3nf-        0        0        0.9000000000                         5.6176993806                         5.6159516773                         5.6155844871                         5.6177047407                         5.6159558635                         5.6155880342
ich-nlo-cut=2-no3nf-        0        0        1.0000000000                         6.4886648816                         6.4870825644                         6.4867556271                         6.4886696974                         6.4870864065                         6.4867589444
ich-nlo-cut=3-no3nf-        0        0        0.0000000000                        -5.0319690969                        -5.0342542360                        -5.0347484647                        -5.0320040566                        -5.0342839796                        -5.0347755023
ich-nlo-cut=3-no3nf-        0        0        0.1000000000                        -4.9139726669                        -4.9162435487                        -4.9167338960                        -4.9140061010                        -4.9162720133                        -4.9167597842
ich-nlo-cut=3-no3nf-        0        0        0.2000000000                        -4.5664235163                        -4.5686520788                        -4.5691309742                        -4.5664526183                        -4.5686769105                        -4.5691535960
ich-nlo-cut=3-no3nf-        0        0        0.3000000000                        -4.0084222488                        -4.0105818892                        -4.0110423472                        -4.0084449245                        -4.0106013276                        -4.0110601160
ich-nlo-cut=3-no3nf-        0        0        0.4000000000                        -3.2696894103                        -3.2717559868                        -3.2721919615                        -3.2697046487                        -3.2717691747                        -3.2722040993
ich-nlo-cut=3-no3nf-        0        0        0.5000000000                        -2.3871692579                        -2.3891221729                        -2.3895288687                        -2.3871772945                        -2.3891292934                        -2.3895355300
ich-nlo-cut=3-no3nf-        0        0        0.6000000000                        -1.4016246267                        -1.4034477635                        -1.4038218370                        -1.4016268062                        -1.4034499269                        -1.4038240081
ich-nlo-cut=3-no3nf-        0        0        0.7000000000                        -0.3543870435                        -0.3560693480                        -0.3564089587                        -0.3543853952                        -0.3560682391                        -0.3564081436
ich-nlo-cut=3-no3nf-        0        0        0.8000000000                         0.7153901741                         0.7138545815                         0.7135498714                         0.7153935080                         0.7138571787                         0.7135520763
ich-nlo-cut=3-no3nf-        0        0        0.9000000000                         1.7728095562                         1.7714217099                         1.7711511483                         1.7728128385                         1.7714243419                         1.7711534387
ich-nlo-cut=3-no3nf-        0        0        1.0000000000                         2.7885188992                         2.7872756488                         2.7870375644                         2.7885210979                         2.7872774431                         2.7870391512
ich-nlo-cut=4-no3nf-        0        0        0.0000000000                        -9.0554365538                        -9.0572119315                        -9.0575696528                        -9.0554565984                        -9.0572290776                        -9.0575853348
ich-nlo-cut=4-no3nf-        0        0        0.1000000000                        -8.9284824026                        -8.9302454954                        -8.9306001228                        -8.9285014416                        -8.9302617947                        -8.9306150391
ich-nlo-cut=4-no3nf-        0        0        0.2000000000                        -8.5542231678                        -8.5559498985                        -8.5562954239                        -8.5542393827                        -8.5559638183                        -8.5563081877
ich-nlo-cut=4-no3nf-        0        0        0.3000000000                        -7.9522823131                        -7.9539501331                        -7.9542810841                        -7.9522944326                        -7.9539605986                        -7.9542907204
ich-nlo-cut=4-no3nf-        0        0        0.4000000000                        -7.1531171126                        -7.1547059631                        -7.1550177060                        -7.1531246598                        -7.1547125652                        -7.1550238390
ich-nlo-cut=4-no3nf-        0        0        0.5000000000                        -6.1946661714                        -6.1961594172                        -6.1964483977                        -6.1946695229                        -6.1961624622                        -6.1964512971
ich-nlo-cut=4-no3nf-        0        0        0.6000000000                        -5.1189366755                        -5.1203218271                        -5.1205857016                        -5.1189368885                        -5.1203221935                        -5.1205861542
ich-nlo-cut=4-no3nf-        0        0        0.7000000000                        -3.9687036965                        -3.9699727743                        -3.9702104123                        -3.9687021518                        -3.9699716149                        -3.9702094544
ich-nlo-cut=4-no3nf-        0        0        0.8000000000                        -2.7846844099                        -2.7858338915                        -2.7860452590                        -2.7846824031                        -2.7858322928                        -2.7860438699
ich-nlo-cut=4-no3nf-        0        0        0.9000000000                        -1.6034015418                        -1.6044319457                        -1.6046179081                        -1.6033999739                        -1.6044306683                        -1.6046167771
ich-nlo-cut=4-no3nf-        0        0        1.0000000000                        -0.4558541718                        -0.4567693866                        -0.4569314781                        -0.4558534305                        -0.4567687663                        -0.4569309149
ich-nlo-cut=5-no3nf-        0        0        0.0000000000                       -12.4609314789                       -12.4622576654                       -12.4625061917                       -12.4609425525                       -12.4622671878                       -12.4625149510
ich-nlo-cut=5-no3nf-        0        0        0.1000000000                       -12.3260858391                       -12.3274021040                       -12.3276483155                       -12.3260962896                       -12.3274110994                       -12.3276565956
ich-nlo-cut=5-no3nf-        0        0        0.2000000000                       -11.9283021461                       -11.9295890956                       -11.9298285100                       -11.9283108638                       -11.9295966242                       -11.9298354557
ich-nlo-cut=5-no3nf-        0        0        0.3000000000                       -11.2876754250                       -11.2889150391                       -11.2891436100                       -11.2876816806                       -11.2889204811                       -11.2891486554
ich-nlo-cut=5-no3nf-        0        0        0.4000000000                       -10.4353340947                       -10.4365105628                       -10.4367249182                       -10.4353376929                       -10.4365137473                       -10.4367279038
ich-nlo-cut=5-no3nf-        0        0        0.5000000000                        -9.4101204263                        -9.4112209093                        -9.4114185290                        -9.4101217117                        -9.4112221203                        -9.4114197084
ich-nlo-cut=5-no3nf-        0        0        0.6000000000                        -8.2551697489                        -8.2561849258                        -8.2563642270                        -8.2551694516                        -8.2561847737                        -8.2563641505
ich-nlo-cut=5-no3nf-        0        0        0.7000000000                        -7.0145642775                        -7.0154885726                        -7.0156488916                        -7.0145632518                        -7.0154877745                        -7.0156482083
ich-nlo-cut=5-no3nf-        0        0        0.8000000000                        -5.7304370294                        -5.7312684887                        -5.7314099750                        -5.7304359908                        -5.7312676489                        -5.7314092337
ich-nlo-cut=5-no3nf-        0        0        0.9000000000                        -4.4407812210                        -4.4415210970                        -4.4416445503                        -4.4407805837                        -4.4415205696                        -4.4416440754
ich-nlo-cut=5-no3nf-        0        0        1.0000000000                        -3.1780838358                        -3.1787359796                        -3.1788426661                        -3.1780836916                        -3.1787358499                        -3.1788425404
