                wave       xi      mxi                   q    g_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52
  ich-lo-cut=5+empot        2        0        0.4600000000                      -24.0795325029                      -24.0355284683                      -24.0292933549                        2.8024683782                        2.7924385107                        2.7907031778
  ich-lo-cut=5+empot        2        0        0.4800000000                      -25.9748746741                      -25.9312626138                      -25.9251523527                        3.0267753067                        3.0166480906                        3.0149201805
  ich-lo-cut=5+empot        2        0        0.5000000000                      -27.9136698190                      -27.8705072376                      -27.8645291714                        3.2570458796                        3.2468279528                        3.2451087833
  ich-lo-cut=5+empot        2        0        0.5200000000                      -29.8921027322                      -29.8494483302                      -29.8436096305                        3.4929156629                        3.4826143064                        3.4809052283
  ich-lo-cut=5+empot        2        0        0.5400000000                      -31.9063459115                      -31.8642591344                      -31.8585667478                        3.7340195301                        3.7236425967                        3.7219449837
  ich-lo-cut=5+empot        2        0        0.5600000000                      -33.9525704229                      -33.9111110091                      -33.9055716073                        3.9799927079                        3.9695485490                        3.9678637873
  ich-lo-cut=5+empot        2        0        0.5800000000                      -36.0269563010                      -35.9861838351                      -35.9808037661                        4.2304717715                        4.2199691626                        4.2182986408
  ich-lo-cut=5+empot        2        0        0.6000000000                      -38.1257024506                      -38.0856759275                      -38.0804611713                        4.4850955880                        4.4745436535                        4.4728887527
  ich-lo-cut=5+empot        2        0        0.6200000000                      -40.2450360260                      -40.2058134296                      -40.2007695568                        4.7435062030                        4.7329143421                        4.7312764265
  ich-lo-cut=5+empot        2        0        0.6400000000                      -42.3812212648                      -42.3428591661                      -42.3379913016                        5.0053496716                        4.9947274847                        4.9931078925
  ich-lo-cut=5+empot        2        0        0.6600000000                      -44.5305677640                      -44.4931209423                      -44.4884337327                        5.2702768305                        5.2596340480                        5.2580340826
  ich-lo-cut=5+empot        2        0        0.6800000000                      -46.6894381850                      -46.6529592751                      -46.6484568613                        5.5379440112                        5.5272904243                        5.5257113467
  ich-lo-cut=5+empot        2        0        0.7000000000                      -48.8542553857                      -48.8187945540                      -48.8144805488                        5.8080136946                        5.7973590890                        5.7958021105
  ich-lo-cut=5+empot        2        0        0.7200000000                      -51.0215089767                      -50.9871136285                      -50.9829910984                        6.0801551059                        6.0695091998                        6.0679754749
  ich-lo-cut=5+empot        2        0        0.7400000000                      -53.1877613064                      -53.1544758252                      -53.1505472778                        6.3540447529                        6.3434171377                        6.3419077589
  ich-lo-cut=5+empot        2        0        0.7600000000                      -55.3496528806                      -55.3175184013                      -55.3137857775                        6.6293669059                        6.6187669916                        6.6172829837
  ich-lo-cut=5+empot        2        0        0.7800000000                      -57.5039072288                      -57.4729614452                      -57.4694261157                        6.9058140227                        6.8952509879                        6.8937933038
  ich-lo-cut=5+empot        2        0        0.8000000000                      -59.6473352285                      -59.6176122352                      -59.6142750015                        7.1830871199                        7.1725698657                        7.1711393827
  ich-lo-cut=5+empot        2        0        0.8200000000                      -61.7768389048                      -61.7483690728                      -61.7452301729                        7.4608960912                        7.4504332003                        7.4490307171
  ich-lo-cut=5+empot        2        0        0.8400000000                      -63.8894147222                      -63.8622246084                      -63.8592837264                        7.7389599767                        7.7285596773                        7.7271859117
  ich-lo-cut=5+empot        2        0        0.8600000000                      -65.9821563888                      -65.9562686779                      -65.9535249566                        8.0170071845                        8.0066773182                        8.0053329057
  ich-lo-cut=5+empot        2        0        0.8800000000                      -68.0522571936                      -68.0276906707                      -68.0251427285                        8.2947756662                        8.2845236614                        8.2832091542
  ich-lo-cut=5+empot        2        0        0.9000000000                      -70.0970118991                      -70.0737814531                      -70.0714274033                        8.5720130507                        8.5618459001                        8.5605617666
  ich-lo-cut=5+empot        2        0        0.9200000000                      -72.1138182132                      -72.0919348670                      -72.0897723399                        8.8484767369                        8.8384009795                        8.8371476049
  ich-lo-cut=5+empot        2        0        0.9400000000                      -74.1001778626                      -74.0796488298                      -74.0776749975                        9.1239339492                        9.1139556569                        9.1127333438
  ich-lo-cut=5+empot        2        0        0.9600000000                      -76.0536972927                      -76.0345260587                      -76.0327376609                        9.3981617579                        9.3882865256                        9.3870954953
  ich-lo-cut=5+empot        2        0        0.9800000000                      -77.9720880175                      -77.9542744417                      -77.9526678144                        9.6709470671                        9.6611800070                        9.6600204013
  ich-lo-cut=5+empot        2        0        1.0000000000                      -79.8531666442                      -79.8367070826                      -79.8352781868                        9.9420865720                        9.9324323117                        9.9313041952
ich-n2lo-cut=1+empot        0        0        0.0000000000                     -341.2503671787                     -341.0811299907                     -341.0585213519                        6.6589055341                        6.6208116376                        6.6150868485
ich-n2lo-cut=1+empot        0        0        0.0200000000                     -341.2535680527                     -341.0843742172                     -341.0617730144                        6.6600873307                        6.6219944722                        6.6162700646
ich-n2lo-cut=1+empot        0        0        0.0400000000                     -341.2631425862                     -341.0940789161                     -341.0715000399                        6.6636299503                        6.6255402377                        6.6198169809
ich-n2lo-cut=1+empot        0        0        0.0600000000                     -341.2790066512                     -341.1101602813                     -341.0876186784                        6.6695250971                        6.6314407321                        6.6257194148
ich-n2lo-cut=1+empot        0        0        0.0800000000                     -341.3010204937                     -341.1324790858                     -341.1099897943                        6.6777589903                        6.6396823302                        6.6339637727
ich-n2lo-cut=1+empot        0        0        0.1000000000                     -341.3289894170                     -341.1608413531                     -341.1384195349                        6.6883124328                        6.6502460492                        6.6445311154
ich-n2lo-cut=1+empot        0        0        0.1200000000                     -341.3626647306                     -341.1949992877                     -341.1726602574                        6.7011609054                        6.6631076406                        6.6573972496
ich-n2lo-cut=1+empot        0        0        0.1400000000                     -341.4017449545                     -341.2346524578                     -341.2124117063                        6.7162746875                        6.6782377069                        6.6725328427
ich-n2lo-cut=1+empot        0        0        0.1600000000                     -341.4458772693                     -341.2794492187                     -341.2573224314                        6.7336190010                        6.6956018413                        6.6899035627
ich-n2lo-cut=1+empot        0        0        0.1800000000                     -341.4946591978                     -341.3289883649                     -341.3069914334                        6.7531541784                        6.7151607903                        6.7094702385
ich-n2lo-cut=1+empot        0        0        0.2000000000                     -341.5476405037                     -341.3828209966                     -341.3609700234                        6.7748358509                        6.7368706367                        6.7311890427
ich-n2lo-cut=1+empot        0        0        0.2200000000                     -341.6043252921                     -341.4404525845                     -341.4187638804                        6.7986151574                        6.7606830027                        6.7550116918
ich-n2lo-cut=1+empot        0        0        0.2400000000                     -341.6641742912                     -341.5013452160                     -341.4798352894                        6.8244389706                        6.7865452691                        6.7808856656
ich-n2lo-cut=1+empot        0        0        0.2600000000                     -341.7266072991                     -341.5649200036                     -341.5436055428                        6.8522501392                        6.8144008111                        6.8087544402
ich-n2lo-cut=1+empot        0        0        0.2800000000                     -341.7910057734                     -341.6305596372                     -341.6094574840                        6.8819877433                        6.8441892476                        6.8385577362
ich-n2lo-cut=1+empot        0        0        0.3000000000                     -341.8567155441                     -341.6976110595                     -341.6767381762                        6.9135873624                        6.8758467012                        6.8702317772
ich-n2lo-cut=1+empot        0        0        0.3200000000                     -341.9230496289                     -341.7653882447                     -341.7447616733                        6.9469813518                        6.9093060689                        6.9037095589
ich-n2lo-cut=1+empot        0        0        0.3400000000                     -341.9892911289                     -341.8331750598                     -341.8128118749                        6.9820991265                        6.9444972989                        6.9389211244
ich-n2lo-cut=1+empot        0        0        0.3600000000                     -342.0546961852                     -341.9002281882                     -341.8801454439                        7.0188674507                        6.9813476737                        6.9757938463
ich-n2lo-cut=1+empot        0        0        0.3800000000                     -342.1184969742                     -341.9657800955                     -341.9459947666                        7.0572107296                        7.0197820961                        7.0142527105
ich-n2lo-cut=1+empot        0        0        0.4000000000                     -342.1799047233                     -342.0290420179                     -342.0095709371                        7.0970513025                        7.0597233765                        7.0542206034
ich-n2lo-cut=1+empot        0        0        0.4200000000                     -342.2381127265                     -342.0892069549                     -342.0700667462                        7.1383097350                        7.1010925197                        7.0956185969
ich-n2lo-cut=1+empot        0        0        0.4400000000                     -342.2922993426                     -342.1454526478                     -342.1266596572                        7.1809051081                        7.1438090094                        7.1383662322
ich-n2lo-cut=1+empot        0        0        0.4600000000                     -342.3416309584                     -342.1969445271                     -342.1785147517                        7.2247553031                        7.1877910888                        7.1823818000
ich-n2lo-cut=1+empot        0        0        0.4800000000                     -342.3852649011                     -342.2428386137                     -342.2247876296                        7.2697772802                        7.2329560359                        7.2275826141
ich-n2lo-cut=1+empot        0        0        0.5000000000                     -342.4223522855                     -342.2822843586                     -342.2646272497                        7.3158873495                        7.2792204311                        7.2738852799
ich-n2lo-cut=1+empot        0        0        0.5200000000                     -342.4520407825                     -342.3144274083                     -342.2971786959                        7.3630014338                        7.3265004172                        7.3212059532
ich-n2lo-cut=1+empot        0        0        0.5400000000                     -342.4734772978                     -342.3384122844                     -342.3215858583                        7.4110353203                        7.3747119504                        7.3694605911
ich-n2lo-cut=1+empot        0        0        0.5600000000                     -342.4858105493                     -342.3533849658                     -342.3369940192                        7.4599049029                        7.4237710402                        7.4185651920
ich-n2lo-cut=1+empot        0        0        0.5800000000                     -342.4881935354                     -342.3584953654                     -342.3425523327                        7.5095264119                        7.4735939787                        7.4684360253
ich-n2lo-cut=1+empot        0        0        0.6000000000                     -342.4797858859                     -342.3528996937                     -342.3374161929                        7.5598166312                        7.5240975583                        7.5189898485
ich-n2lo-cut=1+empot        0        0        0.6200000000                     -342.4597560905                     -342.3357627023                     -342.3207494817                        7.6106931032                        7.5751992763                        7.5701441131
ich-n2lo-cut=1+empot        0        0        0.6400000000                     -342.4272835989                     -342.3062598018                     -342.2917266931                        7.6620743204                        7.6268175274                        7.6218171569
ich-n2lo-cut=1+empot        0        0        0.6600000000                     -342.3815607892                     -342.2635790520                     -342.2495349282                        7.7138799027                        7.6788717831                        7.6739283841
ich-n2lo-cut=1+empot        0        0        0.6800000000                     -342.3217948041                     -342.2069230204                     -342.1933757602                        7.7660307624                        7.7312827577                        7.7263984321
ich-n2lo-cut=1+empot        0        0        0.7000000000                     -342.2472092503                     -342.1355105070                     -342.1224669659                        7.8184492545                        7.7839725608                        7.7791493247
ich-n2lo-cut=1+empot        0        0        0.7200000000                     -342.1570457648                     -342.0485781367                     -342.0360441238                        7.8710593138                        7.8368648374                        7.8321046124
ich-n2lo-cut=1+empot        0        0        0.7400000000                     -342.0505654459                     -341.9453818183                     -341.9333620801                        7.9237865788                        7.8898848941                        7.8851895001
ich-n2lo-cut=1+empot        0        0        0.7600000000                     -341.9270501520                     -341.8251980715                     -341.8136962824                        7.9765585025                        7.9429598127                        7.9383309612
ich-n2lo-cut=1+empot        0        0        0.7800000000                     -341.7858036703                     -341.6873252246                     -341.6763439832                        8.0293044502                        7.9960185515                        7.9914578401
ich-n2lo-cut=1+empot        0        0        0.8000000000                     -341.6261527583                     -341.5310844850                     -341.5206253170                        8.0819557851                        8.0489920343                        8.0445009412
ich-n2lo-cut=1+empot        0        0        0.8200000000                     -341.4474480624                     -341.3558208861                     -341.3458842531                        8.1344459424                        8.1018132274                        8.0973931075
ich-n2lo-cut=1+empot        0        0        0.8400000000                     -341.2490649156                     -341.1609041146                     -341.1514894288                        8.1867104911                        8.1544172053                        8.1500692871
ich-n2lo-cut=1+empot        0        0        0.8600000000                     -341.0304040224                     -340.9457292219                     -340.9368348655                        8.2386871862                        8.2067412060                        8.2024665891
ich-n2lo-cut=1+empot        0        0        0.8800000000                     -340.7908920316                     -340.7097172247                     -340.7013405752                        8.2903160095                        8.2587246754                        8.2545243289
ich-n2lo-cut=1+empot        0        0        0.9000000000                     -340.5299820060                     -340.4523155997                     -340.4444530588                        8.3415392010                        8.3103093024                        8.3061840639
ich-n2lo-cut=1+empot        0        0        0.9200000000                     -340.2471537905                     -340.1729986764                     -340.1656457040                        8.3923012818                        8.3614390445                        8.3573896203
ich-n2lo-cut=1+empot        0        0        0.9400000000                     -339.9419142873                     -339.8712679356                     -339.8644190869                        8.4425490674                        8.4120601450                        8.4080871104
ich-n2lo-cut=1+empot        0        0        0.9600000000                     -339.6137976418                     -339.5466522162                     -339.5403011821                        8.4922316739                        8.4621211420                        8.4582249425
ich-n2lo-cut=1+empot        0        0        0.9800000000                     -339.2623653445                     -339.1987078374                     -339.1928474884                        8.5413005166                        8.5115728698                        8.5077538233
ich-n2lo-cut=1+empot        0        0        1.0000000000                     -338.8872062557                     -338.8270186416                     -338.8216410730                        8.5897093014                        8.5603684536                        8.5566267522
ich-n2lo-cut=1+empot        1        0        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.0200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.0400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.0600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.0800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        1        0        1.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
ich-n2lo-cut=1+empot        2        0        0.0000000000                       -0.4315311389                       -0.7745063824                       -0.8699027998                        0.0820225812                        0.1062869522                        0.1204029132
ich-n2lo-cut=1+empot        2        0        0.0200000000                       -0.4705739629                       -0.8134509589                       -0.9087957347                        0.0871538763                        0.1114024130                        0.1255107732
ich-n2lo-cut=1+empot        2        0        0.0400000000                       -0.5875909779                       -0.9301738310                       -1.0253639243                        0.1025365423                        0.1267376673                        0.1408232588
ich-n2lo-cut=1+empot        2        0        0.0600000000                       -0.7822483624                       -1.1243429698                       -1.2192760638                        0.1281369771                        0.1522593868                        0.1663071421
ich-n2lo-cut=1+empot        2        0        0.0800000000                       -1.0539915748                       -1.3954067991                       -1.4899817768                        0.1638993645                        0.1879122084                        0.2019072270
ich-n2lo-cut=1+empot        2        0        0.1000000000                       -1.4020480771                       -1.7425968865                       -1.8367142946                        0.2097459545                        0.2336190092                        0.2475466218
ich-n2lo-cut=1+empot        2        0        0.1200000000                       -1.8254311124                       -2.1649316752                       -2.2584941730                        0.2655774496                        0.2892812876                        0.3031271184
ich-n2lo-cut=1+empot        2        0        0.1400000000                       -2.3229445007                       -2.6612212237                       -2.7541340121                        0.3312734976                        0.3547796463                        0.3685296731
ich-n2lo-cut=1+empot        2        0        0.1600000000                       -2.8931884102                       -3.2300729092                       -3.3222441371                        0.4066932821                        0.4299743743                        0.4436149852
ich-n2lo-cut=1+empot        2        0        0.1800000000                       -3.5345660507                       -3.8698980443                       -3.9612391880                        0.4916762082                        0.5147061211                        0.5282241670
ich-n2lo-cut=1+empot        2        0        0.2000000000                       -4.2452912287                       -4.5789193473                       -4.6693455611                        0.5860426756                        0.6087966568                        0.6221795013
ich-n2lo-cut=1+empot        2        0        0.2200000000                       -5.0233966997                       -5.3551792017                       -5.4446096363                        0.6895949316                        0.7120497130                        0.7252852763
ich-n2lo-cut=1+empot        2        0        0.2400000000                       -5.8667432427                       -6.1965486342                       -6.2849067208                        0.8021179984                        0.8242518945                        0.8373286939
ich-n2lo-cut=1+empot        2        0        0.2600000000                       -6.7730293813                       -7.1007369339                       -7.1879506335                        0.9233806634                        0.9451736557                        0.9580808409
ich-n2lo-cut=1+empot        2        0        0.2800000000                       -7.7398016709                       -8.0653018358                       -8.1513038513                        1.0531365275                        1.0745703334                        1.0872977163
ich-n2lo-cut=1+empot        2        0        0.3000000000                       -8.7644654678                       -9.0876601854                       -9.1723881368                        1.1911250995                        1.2121832258                        1.2247213060
ich-n2lo-cut=1+empot        2        0        0.3200000000                       -9.8442960965                      -10.1650990014                      -10.2484955634                        1.3370729302                        1.3577407108                        1.3700806954
ich-n2lo-cut=1+empot        2        0        0.3400000000                      -10.9764503293                      -11.2947868537                      -11.3767998562                        1.4906947752                        1.5109593942                        1.5230932128
ich-n2lo-cut=1+empot        2        0        0.3600000000                      -12.1579780948                      -12.4737854719                      -12.5543679643                        1.6516947793                        1.6715452788                        1.6834655931
ich-n2lo-cut=1+empot        2        0        0.3800000000                      -13.3858343314                      -13.6990615042                      -13.7781717842                        1.8197676726                        1.8391949466                        1.8508951558
ich-n2lo-cut=1+empot        2        0        0.4000000000                      -14.6568909053                      -14.9674983463                      -15.0450999551                        1.9945999710                        2.0135967449                        2.0250709860
ich-n2lo-cut=1+empot        2        0        0.4200000000                      -15.9679485166                      -16.2759079637                      -16.3519696486                        2.1758711717                        2.1944319704                        2.2056751138
ich-n2lo-cut=1+empot        2        0        0.4400000000                      -17.3157485187                      -17.6210426350                      -17.6955382826                        2.3632549382                        2.3813760411                        2.3923836826
ich-n2lo-cut=1+empot        2        0        0.4600000000                      -18.6969845834                      -18.9996065484                      -19.0725150896                        2.5564202651                        2.5740996510                        2.5848680998
ich-n2lo-cut=1+empot        2        0        0.4800000000                      -20.1083141466                      -20.4082671864                      -20.4795724756                        2.7550326190                        2.7722699012                        2.7827961639
ich-n2lo-cut=1+empot        2        0        0.5000000000                      -21.5463695766                      -21.8436664412                      -21.9133571132                        2.9587550472                        2.9755514003                        2.9858331620
ich-n2lo-cut=1+empot        2        0        0.5200000000                      -23.0077690111                      -23.3024314086                      -23.3705007144                        3.1672492504                        3.1836073294                        3.1936429322
ich-n2lo-cut=1+empot        2        0        0.5400000000                      -24.4891268170                      -24.7811848107                      -24.8476304364                        3.3801766141                        3.3961004674                        3.4058888859
ich-n2lo-cut=1+empot        2        0        0.5600000000                      -25.9870636302                      -26.2765550091                      -26.3413788790                        3.5971991946                        3.6126941725                        3.6222349876
ich-n2lo-cut=1+empot        2        0        0.5800000000                      -27.4982159414                      -27.7851855705                      -27.8483936376                        3.8179806564                        3.8330533157                        3.8423466857
ich-n2lo-cut=1+empot        2        0        0.6000000000                      -29.0192451966                      -29.3037443557                      -29.3653463825                        4.0421871588                        4.0568451638                        4.0658917956
ich-n2lo-cut=1+empot        2        0        0.6200000000                      -30.5468463903                      -30.8289321074                      -30.8889414393                        4.2694881874                        4.2837402109                        4.2925413284
ich-n2lo-cut=1+empot        2        0        0.6400000000                      -32.0777561314                      -32.3574905186                      -32.4159238511                        4.4995573322                        4.5134129545                        4.5219702674
ich-n2lo-cut=1+empot        2        0        0.6600000000                      -33.6087601698                      -33.8862097664                      -33.9430869100                        4.7320730081                        4.7455426169                        4.7538582882
