                wave       xi      mxi                   q    g_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    g_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI10_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI15_NP52    q_L7_XI4_Q1_NQ51_NX5_NPHI20_NP52
 ich-nlo-cut=1+empot        1        0        0.8000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.8200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.8400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.8600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.8800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.9000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.9200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.9400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.9600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        0.9800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        1        0        1.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=1+empot        2        0        0.0000000000                       -0.5172880309                       -0.6934804560                       -0.7533172013                        0.0964038470                        0.1007367244                        0.1088858608
 ich-nlo-cut=1+empot        2        0        0.0200000000                       -0.5563262033                       -0.7324717057                       -0.7922748776                        0.1015174505                        0.1058402229                        0.1139842012
 ich-nlo-cut=1+empot        2        0        0.0400000000                       -0.6733299306                       -0.8493351245                       -0.9090377553                        0.1168471215                        0.1211396551                        0.1292681850
 ich-nlo-cut=1+empot        2        0        0.0600000000                       -0.8679673882                       -1.0437402609                       -1.1032759193                        0.1423594971                        0.1466018861                        0.1547047552
 ich-nlo-cut=1+empot        2        0        0.0800000000                       -1.1396873496                       -1.3151381572                       -1.3744412994                        0.1779991588                        0.1821718743                        0.1902389990
 ich-nlo-cut=1+empot        2        0        0.1000000000                       -1.4877218895                       -1.6627640242                       -1.7217703361                        0.2236889096                        0.2277729443                        0.2357944196
 ich-nlo-cut=1+empot        2        0        0.1200000000                       -1.9110901338                       -2.0856409509                       -2.1442876779                        0.2793301584                        0.2833071657                        0.2912733132
 ich-nlo-cut=1+empot        2        0        0.1400000000                       -2.4086030199                       -2.5825846159                       -2.6408108765                        0.3448034083                        0.3486558334                        0.3565572470
 ich-nlo-cut=1+empot        2        0        0.1600000000                       -2.9788690258                       -3.1522089563                       -3.2099560377                        0.4199688429                        0.4236800454                        0.4315076344
 ich-nlo-cut=1+empot        2        0        0.1800000000                       -3.6203008136                       -3.7929327454                       -3.8501443769                        0.5046670067                        0.5082213731                        0.5159664023
 ich-nlo-cut=1+empot        2        0        0.2000000000                       -4.3311227300                       -4.5029870181                       -4.5596096214                        0.5987195717                        0.6021026169                        0.6097567434
 ich-nlo-cut=1+empot        2        0        0.2200000000                       -5.1093790963                       -5.2804232814                       -5.3364061950                        0.7019301848                        0.7051286410                        0.7126839475
 ich-nlo-cut=1+empot        2        0        0.2400000000                       -5.9529432165                       -6.1231224384                       -6.1784181149                        0.8140853869                        0.8170872802                        0.8245363042
 ich-nlo-cut=1+empot        2        0        0.2600000000                       -6.8595270274                       -7.0288043506                       -7.0833685256                        0.9349555963                        0.9377503101                        0.9450860689
 ich-nlo-cut=1+empot        2        0        0.2800000000                       -7.8266913096                       -7.9950379602                       -8.0488297923                        1.0642961485                        1.0668744727                        1.0740904851
 ich-nlo-cut=1+empot        2        0        0.3000000000                       -8.8518563784                       -9.0192518916                       -9.0722340729                        1.2018483826                        1.2042025496                        1.2112928524
 ich-nlo-cut=1+empot        2        0        0.3200000000                       -9.9323131689                      -10.0987454484                      -10.1508842856                        1.3473407658                        1.3494644726                        1.3564236336
 ich-nlo-cut=1+empot        2        0        0.3400000000                      -11.0652346318                      -11.2306999232                      -11.2819653898                        1.5004900483                        1.5023784650                        1.5092015917
 ich-nlo-cut=1+empot        2        0        0.3600000000                      -12.2476873566                      -12.4121901375                      -12.4625558984                        1.6610024376                        1.6626522031                        1.6693349474
 ich-nlo-cut=1+empot        2        0        0.3800000000                      -13.4766433383                      -13.6401961312                      -13.6896395394                        1.8285747861                        1.8299839913                        1.8365225501
 ich-nlo-cut=1+empot        2        0        0.4000000000                      -14.7489918091                      -14.9116149207                      -14.9601169889                        2.0028957818                        2.0040639407                        2.0104550530
 ich-nlo-cut=1+empot        2        0        0.4200000000                      -16.0615510578                      -16.2232722518                      -16.2708176000                        2.1836471352                        2.1845751456                        2.1908160858
 ich-nlo-cut=1+empot        2        0        0.4400000000                      -17.4110801642                      -17.5719342737                      -17.6185110544                        2.3705047542                        2.3711948478                        2.3772834165
 ich-nlo-cut=1+empot        2        0        0.4600000000                      -18.7942905793                      -18.9543190670                      -18.9999188700                        2.5631399010                        2.5635955851                        2.5695300958
 ich-nlo-cut=1+empot        2        0        0.4800000000                      -20.2078574891                      -20.3671079615                      -20.4117257010                        2.7612203235                        2.7614463139                        2.7672255781
 ich-nlo-cut=1+empot        2        0        0.5000000000                      -21.6484309029                      -21.8069565870                      -21.8505903721                        2.9644113559                        2.9644135034                        2.9700368129
 ich-nlo-cut=1+empot        2        0        0.5200000000                      -23.1126464129                      -23.2705056034                      -23.3131565952                        3.1723769827                        3.1721621942                        3.1776293006
 ich-nlo-cut=1+empot        2        0        0.5400000000                      -24.5971355797                      -24.7543910636                      -24.7960633208                        3.3847808626                        3.3843570167                        3.3896681105
 ich-nlo-cut=1+empot        2        0        0.5600000000                      -26.0985359017                      -26.2552543683                      -26.2959546827                        3.6012873069                        3.6006631664                        3.6058188537
 ich-nlo-cut=1+empot        2        0        0.5800000000                      -27.6135003332                      -27.7697517764                      -27.8094895020                        3.8215622096                        3.8207473317                        3.8257486096
 ich-nlo-cut=1+empot        2        0        0.6000000000                      -29.1387063220                      -29.2945634425                      -29.3333503187                        4.0452739272                        4.0442785719                        4.0491268037
 ich-nlo-cut=1+empot        2        0        0.6200000000                      -30.6708643436                      -30.8264019556                      -30.8642519271                        4.2720941043                        4.2709291422                        4.2756260317
 ich-nlo-cut=1+empot        2        0        0.6400000000                      -32.2067259117                      -32.3620203620                      -32.3989493975                        4.5016984452                        4.5003752664                        4.5049228315
 ich-nlo-cut=1+empot        2        0        0.6600000000                      -33.7430910543                      -33.8982196574                      -33.9342455682                        4.7337674293                        4.7322978527                        4.7366983996
 ich-nlo-cut=1+empot        2        0        0.6800000000                      -35.2768152456                      -35.4318557405                      -35.4669980002                        4.9679869706                        4.9663831557                        4.9706392524
 ich-nlo-cut=1+empot        2        0        0.7000000000                      -36.8048157900                      -36.9598458219                      -36.9941253902                        5.2040490197                        5.2023233810                        5.2064378321
 ich-nlo-cut=1+empot        2        0        0.7200000000                      -38.3240776606                      -38.4791742916                      -38.5126134409                        5.4416521111                        5.4398172360                        5.4437930566
 ich-nlo-cut=1+empot        2        0        0.7400000000                      -39.8316587934                      -39.9868980445                      -40.0195201930                        5.6805018545                        5.6785704242                        5.6824108160
 ich-nlo-cut=1+empot        2        0        0.7600000000                      -41.3246948488                      -41.4801512758                      -41.5119808256                        5.9203113713                        5.9182960869                        5.9220044142
 ich-nlo-cut=1+empot        2        0        0.7800000000                      -42.8004034481                      -42.9561497521                      -42.9872119349                        6.1608016798                        6.1587151923                        6.1622949590
 ich-nlo-cut=1+empot        2        0        0.8000000000                      -44.2560879001                      -44.4121945756                      -44.4425153052                        6.4017020276                        6.3995568731                        6.4030117007
 ich-nlo-cut=1+empot        2        0        0.8200000000                      -45.6891404344                      -45.8456754527                      -45.8752811858                        6.6427501761                        6.6405587156                        6.6438923223
 ich-nlo-cut=1+empot        2        0        0.8400000000                      -47.0970449573                      -47.2540734879                      -47.2829910927                        6.8836926369                        6.8814670015                        6.8846831829
 ich-nlo-cut=1+empot        2        0        0.8600000000                      -48.4773793519                      -48.6349635200                      -48.6632201536                        7.1242848637                        7.1220369050                        7.1251395151
 ich-nlo-cut=1+empot        2        0        0.8800000000                      -49.8278173414                      -49.9860160219                      -50.0136390156                        7.3642914017                        7.3620326470                        7.3650255810
 ich-nlo-cut=1+empot        2        0        0.9000000000                      -51.1461299395                      -51.3049985846                      -51.3320153382                        7.6034859961                        7.6012276094                        7.6041147875
 ich-nlo-cut=1+empot        2        0        0.9200000000                      -52.4301865080                      -52.5897770094                      -52.6162148936                        7.8416516636                        7.8394044111                        7.8421897637
 ich-nlo-cut=1+empot        2        0        0.9400000000                      -53.6779554466                      -53.8383160293                      -53.8642022963                        8.0785807285                        8.0763549490                        8.0790424027
 ich-nlo-cut=1+empot        2        0        0.9600000000                      -54.8875045376                      -55.0486796830                      -55.0740413857                        8.3140748256                        8.3118804058                        8.3144738712
 ich-nlo-cut=1+empot        2        0        0.9800000000                      -56.0570009680                      -56.2190313662                      -56.2438952843                        8.5479448735                        8.5457912276                        8.5482945874
 ich-nlo-cut=1+empot        2        0        1.0000000000                      -57.1847110531                      -57.3476335808                      -57.3720261550                        8.7800110195                        8.7779070734                        8.7803241722
 ich-nlo-cut=2+empot        0        0        0.0000000000                     -289.5857214158                     -289.2347789724                     -289.1797450867                        5.3840096972                        5.3181210979                        5.3059940927
 ich-nlo-cut=2+empot        0        0        0.0200000000                     -289.5907950195                     -289.2399545084                     -289.1849435688                        5.3852158333                        5.3193344588                        5.3072098776
 ich-nlo-cut=2+empot        0        0        0.0400000000                     -289.6059875112                     -289.2554527818                     -289.2005106550                        5.3888314873                        5.3229718070                        5.3108544991
 ich-nlo-cut=2+empot        0        0        0.0600000000                     -289.6312140691                     -289.2811889249                     -289.2263613995                        5.3948484098                        5.3290249521                        5.3169197712
 ich-nlo-cut=2+empot        0        0        0.0800000000                     -289.6663337807                     -289.3170219409                     -289.2623546747                        5.4032528975                        5.3374802875                        5.3253920944
 ich-nlo-cut=2+empot        0        0        0.1000000000                     -289.7111503229                     -289.3627553744                     -289.3082938397                        5.4140258608                        5.3483188569                        5.3362525210
 ich-nlo-cut=2+empot        0        0        0.1200000000                     -289.7654129064                     -289.4181382416                     -289.3639276683                        5.4271429181                        5.3615164448                        5.3494768467
 ich-nlo-cut=2+empot        0        0        0.1400000000                     -289.8288174740                     -289.4828662112                     -289.4289515273                        5.4425745147                        5.3770436935                        5.3650357252
 ich-nlo-cut=2+empot        0        0        0.1600000000                     -289.9010081440                     -289.5565830269                     -289.5030087954                        5.4602860668                        5.3948662421                        5.3828948076
 ich-nlo-cut=2+empot        0        0        0.1800000000                     -289.9815788835                     -289.6388821577                     -289.5856925111                        5.4802381274                        5.4149448882                        5.4030149028
 ich-nlo-cut=2+empot        0        0        0.2000000000                     -290.0700753986                     -289.7293086629                     -289.6765472329                        5.5023865740                        5.4372357713                        5.4253521597
 ich-nlo-cut=2+empot        0        0        0.2200000000                     -290.1659972240                     -289.8273612553                     -289.7750710993                        5.5266828157                        5.4616905737                        5.4498582676
 ich-nlo-cut=2+empot        0        0        0.2400000000                     -290.2687999946                     -289.9324945446                     -289.8807180690                        5.5530740174                        5.4882567404                        5.4764806745
 ich-nlo-cut=2+empot        0        0        0.2600000000                     -290.3778978800                     -290.0441214449                     -289.9929003242                        5.5815033410                        5.5168777133                        5.5051628204
 ich-nlo-cut=2+empot        0        0        0.2800000000                     -290.4926661624                     -290.1616157241                     -290.1109908176                        5.6119101986                        5.5474931794                        5.5358443848
 ich-nlo-cut=2+empot        0        0        0.3000000000                     -290.6124439360                     -290.2843146782                     -290.2343259431                        5.6442305182                        5.5800393307                        5.5684615450
 ich-nlo-cut=2+empot        0        0        0.3200000000                     -290.7365369092                     -290.4115219071                     -290.3622083106                        5.6783970188                        5.6144491331                        5.6029472442
 ich-nlo-cut=2+empot        0        0        0.3400000000                     -290.8642202871                     -290.5425101749                     -290.4939096040                        5.7143394916                        5.6506526027                        5.6392314670
 ich-nlo-cut=2+empot        0        0        0.3600000000                     -290.9947417134                     -290.6765243315                     -290.6286735024                        5.7519850875                        5.6885770878                        5.6772415205
 ich-nlo-cut=2+empot        0        0        0.3800000000                     -291.1273242528                     -290.8127842770                     -290.7657186443                        5.7912586068                        5.7281475533                        5.7169023181
 ich-nlo-cut=2+empot        0        0        0.4000000000                     -291.2611693921                     -290.9504879492                     -290.9042416163                        5.8320827901                        5.7692868678                        5.7581366655
 ich-nlo-cut=2+empot        0        0        0.4200000000                     -291.3954600426                     -291.0888143152                     -291.0434199463                        5.8743786075                        5.8119160885                        5.8008655457
 ich-nlo-cut=2+empot        0        0        0.4400000000                     -291.5293635247                     -291.2269263493                     -291.1824150841                        5.9180655466                        5.8559547452                        5.8450084024
 ich-nlo-cut=2+empot        0        0        0.4600000000                     -291.6620345185                     -291.3639739808                     -291.3203753524                        5.9630618938                        5.9013211193                        5.8904834189
 ich-nlo-cut=2+empot        0        0        0.4800000000                     -291.7926179637                     -291.4990969952                     -291.4564388529                        6.0092850116                        5.9479325183                        5.9372077921
 ich-nlo-cut=2+empot        0        0        0.5000000000                     -291.9202518949                     -291.6314278748                     -291.5897363120                        6.0566516071                        5.9957055422                        5.9850979995
 ich-nlo-cut=2+empot        0        0        0.5200000000                     -292.0440701999                     -291.7600945659                     -291.7193938535                        6.1050779921                        6.0445563428                        6.0340700584
 ich-nlo-cut=2+empot        0        0        0.5400000000                     -292.1632052873                     -291.8842231600                     -291.8445356869                        6.1544803334                        6.0944008732                        6.0840397757
 ich-nlo-cut=2+empot        0        0        0.5600000000                     -292.2767906556                     -292.0029404786                     -291.9642866996                        6.2047748926                        6.1451551269                        6.1349229877
 ich-nlo-cut=2+empot        0        0        0.5800000000                     -292.3839633532                     -292.1153765540                     -292.0777749445                        6.2558782534                        6.1967353663                        6.1866357891
 ich-nlo-cut=2+empot        0        0        0.6000000000                     -292.4838663222                     -292.2206669958                     -292.1841340161                        6.3077075380                        6.2490583392                        6.2390947497
 ich-nlo-cut=2+empot        0        0        0.6200000000                     -292.5756506216                     -292.3179552394                     -292.2825053065                        6.3601806089                        6.3020414830                        6.2922171199
 ich-nlo-cut=2+empot        0        0        0.6400000000                     -292.6584775219                     -292.4063946699                     -292.3720401386                        6.4132162596                        6.3556031161                        6.3459210228
 ich-nlo-cut=2+empot        0        0        0.6600000000                     -292.7315204714                     -292.4851506177                     -292.4519017702                        6.4667343900                        6.4096626166                        6.4001256338
 ich-nlo-cut=2+empot        0        0        0.6800000000                     -292.7939669295                     -292.5534022238                     -292.5212672685                        6.5206561701                        6.4641405876                        6.4547513466
 ich-nlo-cut=2+empot        0        0        0.7000000000                     -292.8450200660                     -292.6103441730                     -292.5793292521                        6.5749041883                        6.5189590094                        6.5097199269
 ich-nlo-cut=2+empot        0        0        0.7200000000                     -292.8839003278                     -292.6551882938                     -292.6252974998                        6.6294025880                        6.5740413787                        6.5649546519
 ich-nlo-cut=2+empot        0        0        0.7400000000                     -292.9098468720                     -292.6871650270                     -292.6584004268                        6.6840771901                        6.6293128345                        6.6203804381
 ich-nlo-cut=2+empot        0        0        0.7600000000                     -292.9221188681                     -292.7055247620                     -292.6778864306                        6.7388556024                        6.6847002714                        6.6759239548
 ich-nlo-cut=2+empot        0        0        0.7800000000                     -292.9199966715                     -292.7095390458                     -292.6830251061                        6.7936673170                        6.7401324406                        6.7315137266
 ich-nlo-cut=2+empot        0        0        0.8000000000                     -292.9027828710                     -292.6985016638                     -292.6731083349                        6.8484437952                        6.7955400382                        6.7870802227
 ich-nlo-cut=2+empot        0        0        0.8200000000                     -292.8698032142                     -292.6717295993                     -292.6474512513                        6.9031185402                        6.8508557824                        6.8425559352
 ich-nlo-cut=2+empot        0        0        0.8400000000                     -292.8204074148                     -292.6285638729                     -292.6053930875                        6.9576271597                        6.9060144795                        6.8978754452
 ich-nlo-cut=2+empot        0        0        0.8600000000                     -292.7539698456                     -292.5683702672                     -292.5462979045                        7.0119074162                        6.9609530780                        6.9529754790
 ich-nlo-cut=2+empot        0        0        0.8800000000                     -292.6698901239                     -292.4905399411                     -292.4695552111                        7.0658992687                        7.0156107143                        7.0077949538
 ich-nlo-cut=2+empot        0        0        0.9000000000                     -292.5675935915                     -292.3944899383                     -292.3745804772                        7.1195449035                        7.0699287470                        7.0622750131
 ich-nlo-cut=2+empot        0        0        0.9200000000                     -292.4465316970                     -292.2796635957                     -292.2608155461                        7.1727887568                        7.1238507828                        7.1163590535
 ich-nlo-cut=2+empot        0        0        0.9400000000                     -292.3061822843                     -292.1455308566                     -292.1277289499                        7.2255775286                        7.1773226943                        7.1699927426
 ich-nlo-cut=2+empot        0        0        0.9600000000                     -292.1460497931                     -291.9915884928                     -291.9748161358                        7.2778601887                        7.2302926287                        7.2231240289
 ich-nlo-cut=2+empot        0        0        0.9800000000                     -291.9656653770                     -291.8173602437                     -291.8015996061                        7.3295879755                        7.2827110100                        7.2757031443
 ich-nlo-cut=2+empot        0        0        1.0000000000                     -291.7645869443                     -291.6223968749                     -291.6076289781                        7.3807143879                        7.3345305335                        7.3276825991
 ich-nlo-cut=2+empot        1        0        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.0200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.0400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.0600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.0800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.1000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.1200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.1400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.1600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.1800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.2000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.2200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.2400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.2600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.2800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.3000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.3200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.3400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.3600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.3800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.4000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.4200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.4400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.4600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.4800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.5000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.5200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.5400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.5600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.5800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.6000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.6200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.6400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.6600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.6800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.7000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.7200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.7400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.7600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.7800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.8000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.8200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.8400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.8600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.8800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.9000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.9200000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.9400000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.9600000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        0.9800000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
 ich-nlo-cut=2+empot        1        0        1.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000                        0.0000000000
