                wave       xi      mxi                   q    q_L7_XI4_Q1_NQ11_NX25_NPHI35_NP48    g_L7_XI4_Q1_NQ11_NX25_NPHI35_NP48
  ich-lo-cut=5+empot        2        0        0.2000000000                         0.5697886263                        -5.0612079333
  ich-lo-cut=5+empot        2        0        0.3000000000                         1.2555308568                       -11.1109633150
  ich-lo-cut=5+empot        2        0        0.4000000000                         2.1690496371                       -19.0937280321
  ich-lo-cut=5+empot        2        0        0.5000000000                         3.2698308200                       -28.5835797815
  ich-lo-cut=5+empot        2        0        0.6000000000                         4.5130395311                       -39.1069979740
  ich-lo-cut=5+empot        2        0        0.7000000000                         5.8530857610                       -50.1799237036
  ich-lo-cut=5+empot        2        0        0.8000000000                         7.2465798636                       -61.3390450555
  ich-lo-cut=5+empot        2        0        0.9000000000                         8.6544608389                       -72.1649668460
  ich-lo-cut=5+empot        2        0        1.0000000000                        10.0432713791                       -82.2968022923
  ich-lo-cut=5+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
  ich-lo-cut=5+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        0        0        0.0000000000                        -5.2558438216                        33.3149889304
ich-n2lo-cut=1+empot        0        0        0.1000000000                        -5.2189877324                        32.9124979442
ich-n2lo-cut=1+empot        0        0        0.2000000000                        -5.1100206610                        31.7231780167
ich-n2lo-cut=1+empot        0        0        0.3000000000                        -4.9335759203                        29.7996779813
ich-n2lo-cut=1+empot        0        0        0.4000000000                        -4.6968426947                        27.2240610141
ich-n2lo-cut=1+empot        0        0        0.5000000000                        -4.4088762048                        24.1003889980
ich-n2lo-cut=1+empot        0        0        0.6000000000                        -4.0798157687                        20.5462162917
ich-n2lo-cut=1+empot        0        0        0.7000000000                        -3.7201281300                        16.6842140764
ich-n2lo-cut=1+empot        0        0        0.8000000000                        -3.3399641409                        12.6348690387
ich-n2lo-cut=1+empot        0        0        0.9000000000                        -2.9486767809                         8.5108052066
ich-n2lo-cut=1+empot        0        0        1.0000000000                        -2.5545109172                         4.4128963676
ich-n2lo-cut=1+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        1        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        2        0        0.0000000000                        -0.0000863400                         0.0003543884
ich-n2lo-cut=1+empot        2        0        0.1000000000                         0.1315225366                        -1.0983018555
ich-n2lo-cut=1+empot        2        0        0.2000000000                         0.5194957846                        -4.3239013426
ich-n2lo-cut=1+empot        2        0        0.3000000000                         1.1440651177                        -9.4732889674
ich-n2lo-cut=1+empot        2        0        0.4000000000                         1.9747536896                       -16.2327355123
ich-n2lo-cut=1+empot        2        0        0.5000000000                         2.9735468627                       -24.2100172602
ich-n2lo-cut=1+empot        2        0        0.6000000000                         4.0984411787                       -32.9706055306
ich-n2lo-cut=1+empot        2        0        0.7000000000                         5.3068147559                       -42.0724318092
ich-n2lo-cut=1+empot        2        0        0.8000000000                         6.5582141732                       -51.0951138553
ich-n2lo-cut=1+empot        2        0        0.9000000000                         7.8163531437                       -59.6614496452
ich-n2lo-cut=1+empot        2        0        1.0000000000                         9.0503001492                       -67.4507702216
ich-n2lo-cut=1+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=1+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        0        0        0.0000000000                        -5.8699640263                        65.7958144478
ich-n2lo-cut=2+empot        0        0        0.1000000000                        -5.8323510017                        65.3659088769
ich-n2lo-cut=2+empot        0        0        0.2000000000                        -5.7211278591                        64.0946395237
ich-n2lo-cut=2+empot        0        0        0.3000000000                        -5.5409709811                        62.0355230077
ich-n2lo-cut=2+empot        0        0        0.4000000000                        -5.2991377442                        59.2720203755
ich-n2lo-cut=2+empot        0        0        0.5000000000                        -5.0047719240                        55.9100559895
ich-n2lo-cut=2+empot        0        0        0.6000000000                        -4.6681161642                        52.0694320740
ich-n2lo-cut=2+empot        0        0        0.7000000000                        -4.2997496087                        47.8753688156
ich-n2lo-cut=2+empot        0        0        0.8000000000                        -3.9099393751                        43.4511212524
ich-n2lo-cut=2+empot        0        0        0.9000000000                        -3.5081542349                        38.9122270497
ich-n2lo-cut=2+empot        0        0        1.0000000000                        -3.1027510648                        34.3625555005
ich-n2lo-cut=2+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        1        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        2        0        0.0000000000                        -0.0000168639                         0.0000686600
ich-n2lo-cut=2+empot        2        0        0.1000000000                         0.1336110338                        -1.1404954608
ich-n2lo-cut=2+empot        2        0        0.2000000000                         0.5275893007                        -4.4909970120
ich-n2lo-cut=2+empot        2        0        0.3000000000                         1.1619981900                        -9.8458714920
ich-n2lo-cut=2+empot        2        0        0.4000000000                         2.0061231293                       -16.8875490688
ich-n2lo-cut=2+empot        2        0        0.5000000000                         3.0216447676                       -25.2187669214
ich-n2lo-cut=2+empot        2        0        0.6000000000                         4.1662102090                       -34.3990335152
ich-n2lo-cut=2+empot        2        0        0.7000000000                         5.3968255225                       -43.9796758647
ich-n2lo-cut=2+empot        2        0        0.8000000000                         6.6726621246                       -53.5333269568
ich-n2lo-cut=2+empot        2        0        0.9000000000                         7.9570708662                       -62.6756420310
ich-n2lo-cut=2+empot        2        0        1.0000000000                         9.2187805193                       -71.0788269413
ich-n2lo-cut=2+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=2+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        0        0        0.0000000000                        -6.3686682903                        89.3800720147
ich-n2lo-cut=3+empot        0        0        0.1000000000                        -6.3303451130                        88.9273541264
ich-n2lo-cut=3+empot        0        0        0.2000000000                        -6.2170062934                        87.5879277964
ich-n2lo-cut=3+empot        0        0        0.3000000000                        -6.0333713912                        85.4161342438
ich-n2lo-cut=3+empot        0        0        0.4000000000                        -5.7867660645                        82.4967600626
ich-n2lo-cut=3+empot        0        0        0.5000000000                        -5.4864226089                        78.9374903443
ich-n2lo-cut=3+empot        0        0        0.6000000000                        -5.1426867305                        74.8602439373
ich-n2lo-cut=3+empot        0        0        0.7000000000                        -4.7662493997                        70.3926296208
ich-n2lo-cut=3+empot        0        0        0.8000000000                        -4.3674930632                        65.6604819559
ich-n2lo-cut=3+empot        0        0        0.9000000000                        -3.9560009599                        60.7820361789
ich-n2lo-cut=3+empot        0        0        1.0000000000                        -3.5402402603                        55.8639153191
ich-n2lo-cut=3+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        1        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        2        0        0.0000000000                        -0.0000022739                         0.0000090932
ich-n2lo-cut=3+empot        2        0        0.1000000000                         0.1355604449                        -1.1767445914
ich-n2lo-cut=3+empot        2        0        0.2000000000                         0.5352902864                        -4.6350131785
ich-n2lo-cut=3+empot        2        0        0.3000000000                         1.1791136839                       -10.1668837186
ich-n2lo-cut=3+empot        2        0        0.4000000000                         2.0360749267                       -17.4510509539
ich-n2lo-cut=3+empot        2        0        0.5000000000                         3.0675460952                       -26.0853664780
ich-n2lo-cut=3+empot        2        0        0.6000000000                         4.2308211558                       -35.6235814948
ich-n2lo-cut=3+empot        2        0        0.7000000000                         5.4825310594                       -45.6106787405
ich-n2lo-cut=3+empot        2        0        0.8000000000                         6.7814699389                       -55.6126221927
ich-n2lo-cut=3+empot        2        0        0.9000000000                         8.0906247854                       -65.2382951815
ich-n2lo-cut=3+empot        2        0        1.0000000000                         9.3783848641                       -74.1532025512
ich-n2lo-cut=3+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=3+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        0        0        0.0000000000                        -6.7267495801                       104.0282889835
ich-n2lo-cut=4+empot        0        0        0.1000000000                        -6.6878175967                       103.5586268162
ich-n2lo-cut=4+empot        0        0        0.2000000000                        -6.5726661275                       102.1686121531
ich-n2lo-cut=4+empot        0        0        0.3000000000                        -6.3860549271                        99.9133053801
ich-n2lo-cut=4+empot        0        0        0.4000000000                        -6.1353731386                        96.8786460875
ich-n2lo-cut=4+empot        0        0        0.5000000000                        -5.8299352033                        93.1738448495
ich-n2lo-cut=4+empot        0        0        0.6000000000                        -5.4801822264                        88.9226447940
ich-n2lo-cut=4+empot        0        0        0.7000000000                        -5.0969083581                        84.2547001647
ich-n2lo-cut=4+empot        0        0        0.8000000000                        -4.6906020425                        79.2980377425
ich-n2lo-cut=4+empot        0        0        0.9000000000                        -4.2709512332                        74.1731654095
ich-n2lo-cut=4+empot        0        0        1.0000000000                        -3.8465234434                        68.9890036479
ich-n2lo-cut=4+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        1        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        2        0        0.0000000000                        -0.0000008566                         0.0000030141
ich-n2lo-cut=4+empot        2        0        0.1000000000                         0.1372659142                        -1.2049850852
ich-n2lo-cut=4+empot        2        0        0.2000000000                         0.5420579255                        -4.7472342831
ich-n2lo-cut=4+empot        2        0        0.3000000000                         1.1941563039                       -10.4167173500
ich-n2lo-cut=4+empot        2        0        0.4000000000                         2.0623777669                       -17.8887745746
ich-n2lo-cut=4+empot        2        0        0.5000000000                         3.1078036074                       -26.7568869737
ich-n2lo-cut=4+empot        2        0        0.6000000000                         4.2873956444                       -36.5696817880
ich-n2lo-cut=4+empot        2        0        0.7000000000                         5.5574328661                       -46.8665319298
ich-n2lo-cut=4+empot        2        0        0.8000000000                         6.8763564737                       -57.2075508873
ich-n2lo-cut=4+empot        2        0        0.9000000000                         8.2068143326                       -67.1957366821
ich-n2lo-cut=4+empot        2        0        1.0000000000                         9.5168806956                       -76.4908335484
ich-n2lo-cut=4+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=4+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        0        0        0.0000000000                        -6.9561457377                       111.7820155638
ich-n2lo-cut=5+empot        0        0        0.1000000000                        -6.9167233391                       111.3009307979
ich-n2lo-cut=5+empot        0        0        0.2000000000                        -6.8001129400                       109.8768503898
ich-n2lo-cut=5+empot        0        0        0.3000000000                        -6.6111102187                       107.5654279693
ich-n2lo-cut=5+empot        0        0        0.4000000000                        -6.3571609641                       104.4535508699
ich-n2lo-cut=5+empot        0        0        0.5000000000                        -6.0476527331                       100.6516769392
ich-n2lo-cut=5+empot        0        0        0.6000000000                        -5.6931112571                        96.2850303731
ich-n2lo-cut=5+empot        0        0        0.7000000000                        -5.3044218220                        91.4849114944
ich-n2lo-cut=5+empot        0        0        0.8000000000                        -4.8921659981                        86.3810928111
ich-n2lo-cut=5+empot        0        0        0.9000000000                        -4.4661231493                        81.0958700652
ich-n2lo-cut=5+empot        0        0        1.0000000000                        -4.0349477152                        75.7399463445
ich-n2lo-cut=5+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        1        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        2        0        0.0000000000                        -0.0000012750                         0.0000044149
ich-n2lo-cut=5+empot        2        0        0.1000000000                         0.1386877151                        -1.2253767788
ich-n2lo-cut=5+empot        2        0        0.2000000000                         0.5477008365                        -4.8281832776
ich-n2lo-cut=5+empot        2        0        0.3000000000                         1.2066868867                       -10.5965709727
ich-n2lo-cut=5+empot        2        0        0.4000000000                         2.0842555743                       -18.2030068673
ich-n2lo-cut=5+empot        2        0        0.5000000000                         3.1412241464                       -27.2372467362
ich-n2lo-cut=5+empot        2        0        0.6000000000                         4.3342535502                       -37.2435796257
ich-n2lo-cut=5+empot        2        0        0.7000000000                         5.6193049602                       -47.7566695342
ich-n2lo-cut=5+empot        2        0        0.8000000000                         6.9545021624                       -58.3317708311
ich-n2lo-cut=5+empot        2        0        0.9000000000                         8.3021895419                       -68.5670555078
ich-n2lo-cut=5+empot        2        0        1.0000000000                         9.6301611827                       -78.1176147534
ich-n2lo-cut=5+empot        3        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        3        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.3000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.4000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.5000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.6000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.7000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.8000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        0.9000000000                         0.0000000000                         0.0000000000
ich-n2lo-cut=5+empot        4        0        1.0000000000                         0.0000000000                         0.0000000000
ich-n3lo-cut=1+empot        0        0        0.0000000000                        -4.0547539896                        41.9961089665
ich-n3lo-cut=1+empot        0        0        0.1000000000                        -4.0184870313                        41.6424230829
ich-n3lo-cut=1+empot        0        0        0.2000000000                        -3.9113032977                        40.5994052685
ich-n3lo-cut=1+empot        0        0        0.3000000000                        -3.7378815193                        38.9193445575
ich-n3lo-cut=1+empot        0        0        0.4000000000                        -3.5054791372                        36.6836425450
ich-n3lo-cut=1+empot        0        0        0.5000000000                        -3.2232332072                        33.9953217713
ich-n3lo-cut=1+empot        0        0        0.6000000000                        -2.9013685005                        30.9704401676
ich-n3lo-cut=1+empot        0        0        0.7000000000                        -2.5504318042                        27.7296479506
ich-n3lo-cut=1+empot        0        0        0.8000000000                        -2.1806414838                        24.3908404566
ich-n3lo-cut=1+empot        0        0        0.9000000000                        -1.8014006044                        21.0634595823
ich-n3lo-cut=1+empot        0        0        1.0000000000                        -1.4209838722                        17.8446107101
ich-n3lo-cut=1+empot        1        0        0.0000000000                         0.0000000000                         0.0000000000
ich-n3lo-cut=1+empot        1        0        0.1000000000                         0.0000000000                         0.0000000000
ich-n3lo-cut=1+empot        1        0        0.2000000000                         0.0000000000                         0.0000000000
ich-n3lo-cut=1+empot        1        0        0.3000000000                         0.0000000000                         0.0000000000
